county,longitude,latitude,elevation_m,date,climate_factor,value
Shasta,-122.04,40.76,505,2022,tmax_degrees_c,24.3
Shasta,-122.04,40.76,505,2022,vpdmin_h_pa,4.63
Shasta,-122.04,40.76,505,2022,vpdmax_h_pa,27.97
Shasta,-122.04,40.76,505,2023,ppt_mm,1529.88
Shasta,-122.04,40.76,505,2023,tmin_degrees_c,8.5
Shasta,-122.04,40.76,505,2023,tmean_degrees_c,15.3
Shasta,-122.04,40.76,505,2023,tmax_degrees_c,22.1
Shasta,-122.04,40.76,505,2023,vpdmin_h_pa,3.1
Shasta,-122.04,40.76,505,2023,vpdmax_h_pa,22.8
Shasta,-122.04,40.76,505,2024,ppt_mm,1832.95
Shasta,-122.04,40.76,505,2024,tmin_degrees_c,9.4
Shasta,-122.04,40.76,505,2024,tmean_degrees_c,15.9
Shasta,-122.04,40.76,505,2024,tmax_degrees_c,22.5
Shasta,-122.04,40.76,505,2024,vpdmin_h_pa,3.87
Shasta,-122.04,40.76,505,2024,vpdmax_h_pa,23.08
Monterey,-121.32,36.24,309,2000,ppt_mm,515.32
Monterey,-121.32,36.24,309,2000,tmin_degrees_c,6.6
Monterey,-121.32,36.24,309,2000,tmean_degrees_c,14.8
Monterey,-121.32,36.24,309,2000,tmax_degrees_c,23
Monterey,-121.32,36.24,309,2000,vpdmin_h_pa,0.57
Monterey,-121.32,36.24,309,2000,vpdmax_h_pa,18.07
Monterey,-121.32,36.24,309,2001,ppt_mm,568.19
Monterey,-121.32,36.24,309,2001,tmin_degrees_c,6.8
Monterey,-121.32,36.24,309,2001,tmean_degrees_c,15.1
Monterey,-121.32,36.24,309,2001,tmax_degrees_c,23.3
Monterey,-121.32,36.24,309,2001,vpdmin_h_pa,1.08
Monterey,-121.32,36.24,309,2001,vpdmax_h_pa,19.63
Monterey,-121.32,36.24,309,2002,ppt_mm,407.46
Monterey,-121.32,36.24,309,2002,tmin_degrees_c,6.3
Monterey,-121.32,36.24,309,2002,tmean_degrees_c,14.8
Monterey,-121.32,36.24,309,2002,tmax_degrees_c,23.4
Monterey,-121.32,36.24,309,2002,vpdmin_h_pa,1.15
Monterey,-121.32,36.24,309,2002,vpdmax_h_pa,20.36
Monterey,-121.32,36.24,309,2003,ppt_mm,372.79
Monterey,-121.32,36.24,309,2003,tmin_degrees_c,6.9
Monterey,-121.32,36.24,309,2003,tmean_degrees_c,15.3
Monterey,-121.32,36.24,309,2003,tmax_degrees_c,23.7
Monterey,-121.32,36.24,309,2003,vpdmin_h_pa,1.44
Monterey,-121.32,36.24,309,2003,vpdmax_h_pa,21.56
Monterey,-121.32,36.24,309,2004,ppt_mm,461.04
Monterey,-121.32,36.24,309,2004,tmin_degrees_c,6.5
Monterey,-121.32,36.24,309,2004,tmean_degrees_c,15
Monterey,-121.32,36.24,309,2004,tmax_degrees_c,23.5
Monterey,-121.32,36.24,309,2004,vpdmin_h_pa,1.39
Monterey,-121.32,36.24,309,2004,vpdmax_h_pa,20.96
Monterey,-121.32,36.24,309,2005,ppt_mm,519.48
Monterey,-121.32,36.24,309,2005,tmin_degrees_c,6.9
Monterey,-121.32,36.24,309,2005,tmean_degrees_c,15.2
Monterey,-121.32,36.24,309,2005,tmax_degrees_c,23.5
Monterey,-121.32,36.24,309,2005,vpdmin_h_pa,1.32
Monterey,-121.32,36.24,309,2005,vpdmax_h_pa,20.6
Monterey,-121.32,36.24,309,2006,ppt_mm,519.19
Monterey,-121.32,36.24,309,2006,tmin_degrees_c,6.2
Monterey,-121.32,36.24,309,2006,tmean_degrees_c,14.8
Monterey,-121.32,36.24,309,2006,tmax_degrees_c,23.3
Monterey,-121.32,36.24,309,2006,vpdmin_h_pa,1.32
Monterey,-121.32,36.24,309,2006,vpdmax_h_pa,21.82
Monterey,-121.32,36.24,309,2007,ppt_mm,193.56
Monterey,-121.32,36.24,309,2007,tmin_degrees_c,5.8
Monterey,-121.32,36.24,309,2007,tmean_degrees_c,14.6
Monterey,-121.32,36.24,309,2007,tmax_degrees_c,23.4
Monterey,-121.32,36.24,309,2007,vpdmin_h_pa,1.35
Monterey,-121.32,36.24,309,2007,vpdmax_h_pa,22.07
Monterey,-121.32,36.24,309,2008,ppt_mm,368.35
Monterey,-121.32,36.24,309,2008,tmin_degrees_c,6.1
Monterey,-121.32,36.24,309,2008,tmean_degrees_c,15
Monterey,-121.32,36.24,309,2008,tmax_degrees_c,23.9
Monterey,-121.32,36.24,309,2008,vpdmin_h_pa,1.82
Monterey,-121.32,36.24,309,2008,vpdmax_h_pa,23.78
Monterey,-121.32,36.24,309,2009,ppt_mm,360.74
Monterey,-121.32,36.24,309,2009,tmin_degrees_c,6.6
Monterey,-121.32,36.24,309,2009,tmean_degrees_c,15.1
Monterey,-121.32,36.24,309,2009,tmax_degrees_c,23.6
Monterey,-121.32,36.24,309,2009,vpdmin_h_pa,1.69
Monterey,-121.32,36.24,309,2009,vpdmax_h_pa,22.6
Monterey,-121.32,36.24,309,2010,ppt_mm,518.73
Monterey,-121.32,36.24,309,2010,tmin_degrees_c,6.7
Monterey,-121.32,36.24,309,2010,tmean_degrees_c,14.5
Monterey,-121.32,36.24,309,2010,tmax_degrees_c,22.3
Monterey,-121.32,36.24,309,2010,vpdmin_h_pa,1.23
Monterey,-121.32,36.24,309,2010,vpdmax_h_pa,19.37
Monterey,-121.32,36.24,309,2011,ppt_mm,362.1
Monterey,-121.32,36.24,309,2011,tmin_degrees_c,6.1
Monterey,-121.32,36.24,309,2011,tmean_degrees_c,14.3
Monterey,-121.32,36.24,309,2011,tmax_degrees_c,22.6
Monterey,-121.32,36.24,309,2011,vpdmin_h_pa,1.26
Monterey,-121.32,36.24,309,2011,vpdmax_h_pa,20.02
Monterey,-121.32,36.24,309,2012,ppt_mm,424.75
Monterey,-121.32,36.24,309,2012,tmin_degrees_c,6.5
Monterey,-121.32,36.24,309,2012,tmean_degrees_c,15
Monterey,-121.32,36.24,309,2012,tmax_degrees_c,23.5
Monterey,-121.32,36.24,309,2012,vpdmin_h_pa,1.77
Monterey,-121.32,36.24,309,2012,vpdmax_h_pa,22.14
Monterey,-121.32,36.24,309,2013,ppt_mm,78.29
Monterey,-121.32,36.24,309,2013,tmin_degrees_c,6.4
Monterey,-121.32,36.24,309,2013,tmean_degrees_c,15.2
Monterey,-121.32,36.24,309,2013,tmax_degrees_c,24.1
Monterey,-121.32,36.24,309,2013,vpdmin_h_pa,2.02
Monterey,-121.32,36.24,309,2013,vpdmax_h_pa,23.36
Monterey,-121.32,36.24,309,2014,ppt_mm,412.84
Monterey,-121.32,36.24,309,2014,tmin_degrees_c,8.2
Monterey,-121.32,36.24,309,2014,tmean_degrees_c,16.6
Monterey,-121.32,36.24,309,2014,tmax_degrees_c,24.9
Monterey,-121.32,36.24,309,2014,vpdmin_h_pa,2.2
Monterey,-121.32,36.24,309,2014,vpdmax_h_pa,24.3
Monterey,-121.32,36.24,309,2015,ppt_mm,233.8
Monterey,-121.32,36.24,309,2015,tmin_degrees_c,7.7
Monterey,-121.32,36.24,309,2015,tmean_degrees_c,16.2
Monterey,-121.32,36.24,309,2015,tmax_degrees_c,24.7
Monterey,-121.32,36.24,309,2015,vpdmin_h_pa,1.82
Monterey,-121.32,36.24,309,2015,vpdmax_h_pa,23.49
Monterey,-121.32,36.24,309,2016,ppt_mm,445.69
Monterey,-121.32,36.24,309,2016,tmin_degrees_c,7.6
Monterey,-121.32,36.24,309,2016,tmean_degrees_c,15.9
Monterey,-121.32,36.24,309,2016,tmax_degrees_c,24.1
Monterey,-121.32,36.24,309,2016,vpdmin_h_pa,1.65
Monterey,-121.32,36.24,309,2016,vpdmax_h_pa,22.43
Monterey,-121.32,36.24,309,2017,ppt_mm,570.92
Monterey,-121.32,36.24,309,2017,tmin_degrees_c,7.9
Monterey,-121.32,36.24,309,2017,tmean_degrees_c,16.2
Monterey,-121.32,36.24,309,2017,tmax_degrees_c,24.4
Monterey,-121.32,36.24,309,2017,vpdmin_h_pa,2.09
Monterey,-121.32,36.24,309,2017,vpdmax_h_pa,23.33
Monterey,-121.32,36.24,309,2018,ppt_mm,436.12
Monterey,-121.32,36.24,309,2018,tmin_degrees_c,7.3
Monterey,-121.32,36.24,309,2018,tmean_degrees_c,15.8
Monterey,-121.32,36.24,309,2018,tmax_degrees_c,24.3
Monterey,-121.32,36.24,309,2018,vpdmin_h_pa,1.88
Monterey,-121.32,36.24,309,2018,vpdmax_h_pa,23.08
Monterey,-121.32,36.24,309,2019,ppt_mm,745.59
Monterey,-121.32,36.24,309,2019,tmin_degrees_c,7.5
Monterey,-121.32,36.24,309,2019,tmean_degrees_c,15.4
Monterey,-121.32,36.24,309,2019,tmax_degrees_c,23.3
Monterey,-121.32,36.24,309,2019,vpdmin_h_pa,1.54
Monterey,-121.32,36.24,309,2019,vpdmax_h_pa,21.31
Monterey,-121.32,36.24,309,2020,ppt_mm,211.01
Monterey,-121.32,36.24,309,2020,tmin_degrees_c,7.3
Monterey,-121.32,36.24,309,2020,tmean_degrees_c,16
Monterey,-121.32,36.24,309,2020,tmax_degrees_c,24.7
Monterey,-121.32,36.24,309,2020,vpdmin_h_pa,1.83
Monterey,-121.32,36.24,309,2020,vpdmax_h_pa,24.18
Monterey,-121.32,36.24,309,2021,ppt_mm,501.99
Monterey,-121.32,36.24,309,2021,tmin_degrees_c,7.2
Monterey,-121.32,36.24,309,2021,tmean_degrees_c,15.7
Monterey,-121.32,36.24,309,2021,tmax_degrees_c,24.3
Monterey,-121.32,36.24,309,2021,vpdmin_h_pa,1.55
Monterey,-121.32,36.24,309,2021,vpdmax_h_pa,23.13
Monterey,-121.32,36.24,309,2022,ppt_mm,312.07
Monterey,-121.32,36.24,309,2022,tmin_degrees_c,6.9
Monterey,-121.32,36.24,309,2022,tmean_degrees_c,15.9
Monterey,-121.32,36.24,309,2022,tmax_degrees_c,24.9
Monterey,-121.32,36.24,309,2022,vpdmin_h_pa,1.68
Monterey,-121.32,36.24,309,2022,vpdmax_h_pa,24.82
Monterey,-121.32,36.24,309,2023,ppt_mm,709.61
Monterey,-121.32,36.24,309,2023,tmin_degrees_c,7
Monterey,-121.32,36.24,309,2023,tmean_degrees_c,14.7
Monterey,-121.32,36.24,309,2023,tmax_degrees_c,22.4
Monterey,-121.32,36.24,309,2023,vpdmin_h_pa,1.08
Monterey,-121.32,36.24,309,2023,vpdmax_h_pa,19.16
Monterey,-121.32,36.24,309,2024,ppt_mm,561.35
Monterey,-121.32,36.24,309,2024,tmin_degrees_c,7.6
Monterey,-121.32,36.24,309,2024,tmean_degrees_c,15.2
Monterey,-121.32,36.24,309,2024,tmax_degrees_c,22.9
Monterey,-121.32,36.24,309,2024,vpdmin_h_pa,1.51
Monterey,-121.32,36.24,309,2024,vpdmax_h_pa,19.7
Trinity,-123.11,40.65,1306,2000,ppt_mm,1083.29
Trinity,-123.11,40.65,1306,2000,tmin_degrees_c,4.8
Trinity,-123.11,40.65,1306,2000,tmean_degrees_c,10.8
Trinity,-123.11,40.65,1306,2000,tmax_degrees_c,16.7
Trinity,-123.11,40.65,1306,2000,vpdmin_h_pa,2.35
Trinity,-123.11,40.65,1306,2000,vpdmax_h_pa,13.98
Trinity,-123.11,40.65,1306,2001,ppt_mm,1243.36
Trinity,-123.11,40.65,1306,2001,tmin_degrees_c,5
Trinity,-123.11,40.65,1306,2001,tmean_degrees_c,11.2
Trinity,-123.11,40.65,1306,2001,tmax_degrees_c,17.5
Trinity,-123.11,40.65,1306,2001,vpdmin_h_pa,2.95
Trinity,-123.11,40.65,1306,2001,vpdmax_h_pa,15.41
Trinity,-123.11,40.65,1306,2002,ppt_mm,1284.38
Trinity,-123.11,40.65,1306,2002,tmin_degrees_c,5.2
Trinity,-123.11,40.65,1306,2002,tmean_degrees_c,11.7
Trinity,-123.11,40.65,1306,2002,tmax_degrees_c,18.1
Trinity,-123.11,40.65,1306,2002,vpdmin_h_pa,3.54
Trinity,-123.11,40.65,1306,2002,vpdmax_h_pa,16.32
Trinity,-123.11,40.65,1306,2003,ppt_mm,1204.17
Trinity,-123.11,40.65,1306,2003,tmin_degrees_c,5.2
Trinity,-123.11,40.65,1306,2003,tmean_degrees_c,11.3
Trinity,-123.11,40.65,1306,2003,tmax_degrees_c,17.4
Trinity,-123.11,40.65,1306,2003,vpdmin_h_pa,2.9
Trinity,-123.11,40.65,1306,2003,vpdmax_h_pa,15.69
Trinity,-123.11,40.65,1306,2004,ppt_mm,1032.31
Trinity,-123.11,40.65,1306,2004,tmin_degrees_c,5.1
Trinity,-123.11,40.65,1306,2004,tmean_degrees_c,11.6
Trinity,-123.11,40.65,1306,2004,tmax_degrees_c,18
Trinity,-123.11,40.65,1306,2004,vpdmin_h_pa,2.85
Trinity,-123.11,40.65,1306,2004,vpdmax_h_pa,16.17
Trinity,-123.11,40.65,1306,2005,ppt_mm,1714.96
Trinity,-123.11,40.65,1306,2005,tmin_degrees_c,4.9
Trinity,-123.11,40.65,1306,2005,tmean_degrees_c,11
Trinity,-123.11,40.65,1306,2005,tmax_degrees_c,17.1
Trinity,-123.11,40.65,1306,2005,vpdmin_h_pa,2.6
Trinity,-123.11,40.65,1306,2005,vpdmax_h_pa,14.69
Trinity,-123.11,40.65,1306,2006,ppt_mm,1460.42
Trinity,-123.11,40.65,1306,2006,tmin_degrees_c,4.9
Trinity,-123.11,40.65,1306,2006,tmean_degrees_c,10.9
Trinity,-123.11,40.65,1306,2006,tmax_degrees_c,17
Trinity,-123.11,40.65,1306,2006,vpdmin_h_pa,3.05
Trinity,-123.11,40.65,1306,2006,vpdmax_h_pa,15.91
Trinity,-123.11,40.65,1306,2007,ppt_mm,878.82
Trinity,-123.11,40.65,1306,2007,tmin_degrees_c,4.7
Trinity,-123.11,40.65,1306,2007,tmean_degrees_c,11.2
Trinity,-123.11,40.65,1306,2007,tmax_degrees_c,17.8
Trinity,-123.11,40.65,1306,2007,vpdmin_h_pa,2.66
Trinity,-123.11,40.65,1306,2007,vpdmax_h_pa,15.95
Trinity,-123.11,40.65,1306,2008,ppt_mm,994.79
Trinity,-123.11,40.65,1306,2008,tmin_degrees_c,4.7
Trinity,-123.11,40.65,1306,2008,tmean_degrees_c,11.2
Trinity,-123.11,40.65,1306,2008,tmax_degrees_c,17.7
Trinity,-123.11,40.65,1306,2008,vpdmin_h_pa,3.48
Trinity,-123.11,40.65,1306,2008,vpdmax_h_pa,16.56
Trinity,-123.11,40.65,1306,2009,ppt_mm,934.69
Trinity,-123.11,40.65,1306,2009,tmin_degrees_c,4.8
Trinity,-123.11,40.65,1306,2009,tmean_degrees_c,11.2
Trinity,-123.11,40.65,1306,2009,tmax_degrees_c,17.6
Trinity,-123.11,40.65,1306,2009,vpdmin_h_pa,3.26
Trinity,-123.11,40.65,1306,2009,vpdmax_h_pa,16.61
Trinity,-123.11,40.65,1306,2010,ppt_mm,1647.46
Trinity,-123.11,40.65,1306,2010,tmin_degrees_c,4.2
Trinity,-123.11,40.65,1306,2010,tmean_degrees_c,10
Trinity,-123.11,40.65,1306,2010,tmax_degrees_c,15.7
Trinity,-123.11,40.65,1306,2010,vpdmin_h_pa,2.34
Trinity,-123.11,40.65,1306,2010,vpdmax_h_pa,13.16
Trinity,-123.11,40.65,1306,2011,ppt_mm,1057.06
Trinity,-123.11,40.65,1306,2011,tmin_degrees_c,4.2
Trinity,-123.11,40.65,1306,2011,tmean_degrees_c,10.2
Trinity,-123.11,40.65,1306,2011,tmax_degrees_c,16.2
Trinity,-123.11,40.65,1306,2011,vpdmin_h_pa,2.52
Trinity,-123.11,40.65,1306,2011,vpdmax_h_pa,13.42
Trinity,-123.11,40.65,1306,2012,ppt_mm,1489.26
Trinity,-123.11,40.65,1306,2012,tmin_degrees_c,4.8
Trinity,-123.11,40.65,1306,2012,tmean_degrees_c,11
Trinity,-123.11,40.65,1306,2012,tmax_degrees_c,17.2
Trinity,-123.11,40.65,1306,2012,vpdmin_h_pa,3.11
Trinity,-123.11,40.65,1306,2012,vpdmax_h_pa,15.56
Trinity,-123.11,40.65,1306,2013,ppt_mm,397.42
Trinity,-123.11,40.65,1306,2013,tmin_degrees_c,5.2
Trinity,-123.11,40.65,1306,2013,tmean_degrees_c,11.7
Trinity,-123.11,40.65,1306,2013,tmax_degrees_c,18.2
Trinity,-123.11,40.65,1306,2013,vpdmin_h_pa,3.3
Trinity,-123.11,40.65,1306,2013,vpdmax_h_pa,16.59
Trinity,-123.11,40.65,1306,2014,ppt_mm,1091.48
Trinity,-123.11,40.65,1306,2014,tmin_degrees_c,6.4
Trinity,-123.11,40.65,1306,2014,tmean_degrees_c,12.6
Trinity,-123.11,40.65,1306,2014,tmax_degrees_c,18.7
Trinity,-123.11,40.65,1306,2014,vpdmin_h_pa,3.37
Trinity,-123.11,40.65,1306,2014,vpdmax_h_pa,17.08
Trinity,-123.11,40.65,1306,2015,ppt_mm,818.41
Trinity,-123.11,40.65,1306,2015,tmin_degrees_c,6.6
Trinity,-123.11,40.65,1306,2015,tmean_degrees_c,12.7
Trinity,-123.11,40.65,1306,2015,tmax_degrees_c,18.9
Trinity,-123.11,40.65,1306,2015,vpdmin_h_pa,3.42
Trinity,-123.11,40.65,1306,2015,vpdmax_h_pa,17.52
Trinity,-123.11,40.65,1306,2016,ppt_mm,1462.32
Trinity,-123.11,40.65,1306,2016,tmin_degrees_c,5.5
Trinity,-123.11,40.65,1306,2016,tmean_degrees_c,11.4
Trinity,-123.11,40.65,1306,2016,tmax_degrees_c,17.3
Trinity,-123.11,40.65,1306,2016,vpdmin_h_pa,2.76
Trinity,-123.11,40.65,1306,2016,vpdmax_h_pa,15.63
Trinity,-123.11,40.65,1306,2017,ppt_mm,1299.57
Trinity,-123.11,40.65,1306,2017,tmin_degrees_c,5.6
Trinity,-123.11,40.65,1306,2017,tmean_degrees_c,11.5
Trinity,-123.11,40.65,1306,2017,tmax_degrees_c,17.3
Trinity,-123.11,40.65,1306,2017,vpdmin_h_pa,3.21
Trinity,-123.11,40.65,1306,2017,vpdmax_h_pa,16.2
Trinity,-123.11,40.65,1306,2018,ppt_mm,817.26
Trinity,-123.11,40.65,1306,2018,tmin_degrees_c,5.8
Trinity,-123.11,40.65,1306,2018,tmean_degrees_c,11.8
Trinity,-123.11,40.65,1306,2018,tmax_degrees_c,17.8
Trinity,-123.11,40.65,1306,2018,vpdmin_h_pa,3.57
Trinity,-123.11,40.65,1306,2018,vpdmax_h_pa,16.44
Trinity,-123.11,40.65,1306,2019,ppt_mm,1365.11
Trinity,-123.11,40.65,1306,2019,tmin_degrees_c,5.1
Trinity,-123.11,40.65,1306,2019,tmean_degrees_c,10.8
Trinity,-123.11,40.65,1306,2019,tmax_degrees_c,16.5
Trinity,-123.11,40.65,1306,2019,vpdmin_h_pa,2.76
Trinity,-123.11,40.65,1306,2019,vpdmax_h_pa,14.55
Trinity,-123.11,40.65,1306,2020,ppt_mm,532.76
Trinity,-123.11,40.65,1306,2020,tmin_degrees_c,6.2
Trinity,-123.11,40.65,1306,2020,tmean_degrees_c,12.2
Trinity,-123.11,40.65,1306,2020,tmax_degrees_c,18.3
Trinity,-123.11,40.65,1306,2020,vpdmin_h_pa,3.68
Trinity,-123.11,40.65,1306,2020,vpdmax_h_pa,17.41
Trinity,-123.11,40.65,1306,2021,ppt_mm,951.8
Trinity,-123.11,40.65,1306,2021,tmin_degrees_c,5.3
Trinity,-123.11,40.65,1306,2021,tmean_degrees_c,11.4
Trinity,-123.11,40.65,1306,2021,tmax_degrees_c,17.4
Trinity,-123.11,40.65,1306,2021,vpdmin_h_pa,3.36
Trinity,-123.11,40.65,1306,2021,vpdmax_h_pa,16.68
Trinity,-123.11,40.65,1306,2022,ppt_mm,658.94
Trinity,-123.11,40.65,1306,2022,tmin_degrees_c,5.3
Trinity,-123.11,40.65,1306,2022,tmean_degrees_c,11.2
Trinity,-123.11,40.65,1306,2022,tmax_degrees_c,17.2
Trinity,-123.11,40.65,1306,2022,vpdmin_h_pa,3.3
Trinity,-123.11,40.65,1306,2022,vpdmax_h_pa,16.81
Trinity,-123.11,40.65,1306,2023,ppt_mm,1347.59
Trinity,-123.11,40.65,1306,2023,tmin_degrees_c,4.7
Trinity,-123.11,40.65,1306,2023,tmean_degrees_c,10.2
Trinity,-123.11,40.65,1306,2023,tmax_degrees_c,15.7
Trinity,-123.11,40.65,1306,2023,vpdmin_h_pa,2.28
Trinity,-123.11,40.65,1306,2023,vpdmax_h_pa,14.34
Trinity,-123.11,40.65,1306,2024,ppt_mm,1684.98
Trinity,-123.11,40.65,1306,2024,tmin_degrees_c,5.5
Trinity,-123.11,40.65,1306,2024,tmean_degrees_c,11
Trinity,-123.11,40.65,1306,2024,tmax_degrees_c,16.4
Trinity,-123.11,40.65,1306,2024,vpdmin_h_pa,3.04
Trinity,-123.11,40.65,1306,2024,vpdmax_h_pa,15.52
Mendocino,-123.44,39.43,289,2000,ppt_mm,1033.08
Mendocino,-123.44,39.43,289,2000,tmin_degrees_c,5.8
Mendocino,-123.44,39.43,289,2000,tmean_degrees_c,13.2
Mendocino,-123.44,39.43,289,2000,tmax_degrees_c,20.5
Mendocino,-123.44,39.43,289,2000,vpdmin_h_pa,0.18
Mendocino,-123.44,39.43,289,2000,vpdmax_h_pa,14.55
Mendocino,-123.44,39.43,289,2001,ppt_mm,1333.09
Mendocino,-123.44,39.43,289,2001,tmin_degrees_c,5.5
Mendocino,-123.44,39.43,289,2001,tmean_degrees_c,13.2
Mendocino,-123.44,39.43,289,2001,tmax_degrees_c,21
Mendocino,-123.44,39.43,289,2001,vpdmin_h_pa,0.23
Mendocino,-123.44,39.43,289,2001,vpdmax_h_pa,16.13
Mendocino,-123.44,39.43,289,2002,ppt_mm,1232.13
Mendocino,-123.44,39.43,289,2002,tmin_degrees_c,5
Mendocino,-123.44,39.43,289,2002,tmean_degrees_c,13
Mendocino,-123.44,39.43,289,2002,tmax_degrees_c,21
Mendocino,-123.44,39.43,289,2002,vpdmin_h_pa,0.34
Mendocino,-123.44,39.43,289,2002,vpdmax_h_pa,15.96
Mendocino,-123.44,39.43,289,2003,ppt_mm,1200.91
Mendocino,-123.44,39.43,289,2003,tmin_degrees_c,5.8
Mendocino,-123.44,39.43,289,2003,tmean_degrees_c,13.3
Mendocino,-123.44,39.43,289,2003,tmax_degrees_c,20.9
Mendocino,-123.44,39.43,289,2003,vpdmin_h_pa,0.23
Mendocino,-123.44,39.43,289,2003,vpdmax_h_pa,15.45
Mendocino,-123.44,39.43,289,2004,ppt_mm,1047.56
Mendocino,-123.44,39.43,289,2004,tmin_degrees_c,5.7
Mendocino,-123.44,39.43,289,2004,tmean_degrees_c,13.5
Mendocino,-123.44,39.43,289,2004,tmax_degrees_c,21.3
Mendocino,-123.44,39.43,289,2004,vpdmin_h_pa,0.22
Mendocino,-123.44,39.43,289,2004,vpdmax_h_pa,15.55
Mendocino,-123.44,39.43,289,2005,ppt_mm,1688.92
Mendocino,-123.44,39.43,289,2005,tmin_degrees_c,5.8
Mendocino,-123.44,39.43,289,2005,tmean_degrees_c,13.2
Mendocino,-123.44,39.43,289,2005,tmax_degrees_c,20.6
Mendocino,-123.44,39.43,289,2005,vpdmin_h_pa,0.14
Mendocino,-123.44,39.43,289,2005,vpdmax_h_pa,13.67
Mendocino,-123.44,39.43,289,2006,ppt_mm,1380.1
Mendocino,-123.44,39.43,289,2006,tmin_degrees_c,5.5
Mendocino,-123.44,39.43,289,2006,tmean_degrees_c,13
Mendocino,-123.44,39.43,289,2006,tmax_degrees_c,20.5
Mendocino,-123.44,39.43,289,2006,vpdmin_h_pa,0.4
Mendocino,-123.44,39.43,289,2006,vpdmax_h_pa,16.57
Mendocino,-123.44,39.43,289,2007,ppt_mm,798.18
Mendocino,-123.44,39.43,289,2007,tmin_degrees_c,4.9
Mendocino,-123.44,39.43,289,2007,tmean_degrees_c,12.5
Mendocino,-123.44,39.43,289,2007,tmax_degrees_c,20.1
Mendocino,-123.44,39.43,289,2007,vpdmin_h_pa,0.26
Mendocino,-123.44,39.43,289,2007,vpdmax_h_pa,14.96
Mendocino,-123.44,39.43,289,2008,ppt_mm,877.84
Mendocino,-123.44,39.43,289,2008,tmin_degrees_c,5
Mendocino,-123.44,39.43,289,2008,tmean_degrees_c,12.9
Mendocino,-123.44,39.43,289,2008,tmax_degrees_c,20.7
Mendocino,-123.44,39.43,289,2008,vpdmin_h_pa,0.65
Mendocino,-123.44,39.43,289,2008,vpdmax_h_pa,17.7
Mendocino,-123.44,39.43,289,2009,ppt_mm,818.23
Mendocino,-123.44,39.43,289,2009,tmin_degrees_c,5.2
Mendocino,-123.44,39.43,289,2009,tmean_degrees_c,13
Mendocino,-123.44,39.43,289,2009,tmax_degrees_c,20.7
Mendocino,-123.44,39.43,289,2009,vpdmin_h_pa,0.43
Mendocino,-123.44,39.43,289,2009,vpdmax_h_pa,17.02
Mendocino,-123.44,39.43,289,2010,ppt_mm,1768.27
Mendocino,-123.44,39.43,289,2010,tmin_degrees_c,5.9
Mendocino,-123.44,39.43,289,2010,tmean_degrees_c,12.6
Mendocino,-123.44,39.43,289,2010,tmax_degrees_c,19.3
Mendocino,-123.44,39.43,289,2010,vpdmin_h_pa,0.3
Mendocino,-123.44,39.43,289,2010,vpdmax_h_pa,13.99
Mendocino,-123.44,39.43,289,2011,ppt_mm,1016.15
Mendocino,-123.44,39.43,289,2011,tmin_degrees_c,5.3
Mendocino,-123.44,39.43,289,2011,tmean_degrees_c,12.5
Mendocino,-123.44,39.43,289,2011,tmax_degrees_c,19.8
Mendocino,-123.44,39.43,289,2011,vpdmin_h_pa,0.41
Mendocino,-123.44,39.43,289,2011,vpdmax_h_pa,14.84
Mendocino,-123.44,39.43,289,2012,ppt_mm,1468.39
Mendocino,-123.44,39.43,289,2012,tmin_degrees_c,5.5
Mendocino,-123.44,39.43,289,2012,tmean_degrees_c,13.1
Mendocino,-123.44,39.43,289,2012,tmax_degrees_c,20.7
Mendocino,-123.44,39.43,289,2012,vpdmin_h_pa,0.53
Mendocino,-123.44,39.43,289,2012,vpdmax_h_pa,16.78
Mendocino,-123.44,39.43,289,2013,ppt_mm,363
Mendocino,-123.44,39.43,289,2013,tmin_degrees_c,5.3
Mendocino,-123.44,39.43,289,2013,tmean_degrees_c,13.5
Mendocino,-123.44,39.43,289,2013,tmax_degrees_c,21.6
Mendocino,-123.44,39.43,289,2013,vpdmin_h_pa,0.75
Mendocino,-123.44,39.43,289,2013,vpdmax_h_pa,17.95
Mendocino,-123.44,39.43,289,2014,ppt_mm,1275.79
Mendocino,-123.44,39.43,289,2014,tmin_degrees_c,7.3
Mendocino,-123.44,39.43,289,2014,tmean_degrees_c,14.9
Mendocino,-123.44,39.43,289,2014,tmax_degrees_c,22.5
Mendocino,-123.44,39.43,289,2014,vpdmin_h_pa,0.76
Mendocino,-123.44,39.43,289,2014,vpdmax_h_pa,18.7
Mendocino,-123.44,39.43,289,2015,ppt_mm,802.55
Mendocino,-123.44,39.43,289,2015,tmin_degrees_c,7
Mendocino,-123.44,39.43,289,2015,tmean_degrees_c,14.7
Mendocino,-123.44,39.43,289,2015,tmax_degrees_c,22.5
Mendocino,-123.44,39.43,289,2015,vpdmin_h_pa,0.76
Mendocino,-123.44,39.43,289,2015,vpdmax_h_pa,18.95
Mendocino,-123.44,39.43,289,2016,ppt_mm,1530.79
Mendocino,-123.44,39.43,289,2016,tmin_degrees_c,7
Mendocino,-123.44,39.43,289,2016,tmean_degrees_c,14.1
Mendocino,-123.44,39.43,289,2016,tmax_degrees_c,21.2
Mendocino,-123.44,39.43,289,2016,vpdmin_h_pa,0.57
Mendocino,-123.44,39.43,289,2016,vpdmax_h_pa,16.67
Mendocino,-123.44,39.43,289,2017,ppt_mm,1394.28
